,icd9,ccs_level_3,ccs_level_3_description,ccs_level_1,ccs_level_1_description
13615,30543,661,Substance-related disorders,5,Mental illness
13616,30550,661,Substance-related disorders,5,Mental illness
13617,30551,661,Substance-related disorders,5,Mental illness
13618,30552,661,Substance-related disorders,5,Mental illness
13619,30553,661,Substance-related disorders,5,Mental illness
13620,30560,661,Substance-related disorders,5,Mental illness
13621,30561,661,Substance-related disorders,5,Mental illness
13622,30562,661,Substance-related disorders,5,Mental illness
13623,30563,661,Substance-related disorders,5,Mental illness
13624,30570,661,Substance-related disorders,5,Mental illness
13625,30571,661,Substance-related disorders,5,Mental illness
13626,30572,661,Substance-related disorders,5,Mental illness
13627,30573,661,Substance-related disorders,5,Mental illness
13628,30580,661,Substance-related disorders,5,Mental illness
13629,30581,661,Substance-related disorders,5,Mental illness
13630,30582,661,Substance-related disorders,5,Mental illness
13631,30583,661,Substance-related disorders,5,Mental illness
13632,30590,661,Substance-related disorders,5,Mental illness
13633,30591,661,Substance-related disorders,5,Mental illness
13634,30592,661,Substance-related disorders,5,Mental illness
13635,30593,661,Substance-related disorders,5,Mental illness
13636,64830,661,Substance-related disorders,5,Mental illness
13637,64831,661,Substance-related disorders,5,Mental illness
13638,64832,661,Substance-related disorders,5,Mental illness
13639,64833,661,Substance-related disorders,5,Mental illness
13640,64834,661,Substance-related disorders,5,Mental illness
13641,65550,661,Substance-related disorders,5,Mental illness
13642,65551,661,Substance-related disorders,5,Mental illness
13643,65553,661,Substance-related disorders,5,Mental illness
13644,76072,661,Substance-related disorders,5,Mental illness
13645,76073,661,Substance-related disorders,5,Mental illness
13646,76075,661,Substance-related disorders,5,Mental illness
13647,7795,661,Substance-related disorders,5,Mental illness
13648,96500,661,Substance-related disorders,5,Mental illness
13649,96501,661,Substance-related disorders,5,Mental illness
13650,96502,661,Substance-related disorders,5,Mental illness
13651,96509,661,Substance-related disorders,5,Mental illness
13652,V6542,661,Substance-related disorders,5,Mental illness
13653,E9500,662,Suicide and intentional self-inflicted injury,5,Mental illness
13654,E9501,662,Suicide and intentional self-inflicted injury,5,Mental illness
13655,E9502,662,Suicide and intentional self-inflicted injury,5,Mental illness
13656,E9503,662,Suicide and intentional self-inflicted injury,5,Mental illness
13657,E9504,662,Suicide and intentional self-inflicted injury,5,Mental illness
13658,E9505,662,Suicide and intentional self-inflicted injury,5,Mental illness
13659,E9506,662,Suicide and intentional self-inflicted injury,5,Mental illness
13660,E9507,662,Suicide and intentional self-inflicted injury,5,Mental illness
13661,E9508,662,Suicide and intentional self-inflicted injury,5,Mental illness
13662,E9509,662,Suicide and intentional self-inflicted injury,5,Mental illness
13663,E9510,662,Suicide and intentional self-inflicted injury,5,Mental illness
13664,E9511,662,Suicide and intentional self-inflicted injury,5,Mental illness
13665,E9518,662,Suicide and intentional self-inflicted injury,5,Mental illness
13666,E9520,662,Suicide and intentional self-inflicted injury,5,Mental illness
13667,E9521,662,Suicide and intentional self-inflicted injury,5,Mental illness
13668,E9528,662,Suicide and intentional self-inflicted injury,5,Mental illness
13669,E9529,662,Suicide and intentional self-inflicted injury,5,Mental illness
13670,E9530,662,Suicide and intentional self-inflicted injury,5,Mental illness
13671,E9531,662,Suicide and intentional self-inflicted injury,5,Mental illness
13672,E9538,662,Suicide and intentional self-inflicted injury,5,Mental illness
13673,E9539,662,Suicide and intentional self-inflicted injury,5,Mental illness
13674,E954,662,Suicide and intentional self-inflicted injury,5,Mental illness
13675,E9550,662,Suicide and intentional self-inflicted injury,5,Mental illness
13676,E9551,662,Suicide and intentional self-inflicted injury,5,Mental illness
13677,E9552,662,Suicide and intentional self-inflicted injury,5,Mental illness
13678,E9553,662,Suicide and intentional self-inflicted injury,5,Mental illness
13679,E9554,662,Suicide and intentional self-inflicted injury,5,Mental illness
13680,E9555,662,Suicide and intentional self-inflicted injury,5,Mental illness
13681,E9556,662,Suicide and intentional self-inflicted injury,5,Mental illness
13682,E9557,662,Suicide and intentional self-inflicted injury,5,Mental illness
13683,E9559,662,Suicide and intentional self-inflicted injury,5,Mental illness
13684,E956,662,Suicide and intentional self-inflicted injury,5,Mental illness
13685,E9570,662,Suicide and intentional self-inflicted injury,5,Mental illness
13686,E9571,662,Suicide and intentional self-inflicted injury,5,Mental illness
13687,E9572,662,Suicide and intentional self-inflicted injury,5,Mental illness
13688,E9579,662,Suicide and intentional self-inflicted injury,5,Mental illness
13689,E9580,662,Suicide and intentional self-inflicted injury,5,Mental illness
13690,E9581,662,Suicide and intentional self-inflicted injury,5,Mental illness
13691,E9582,662,Suicide and intentional self-inflicted injury,5,Mental illness
13692,E9583,662,Suicide and intentional self-inflicted injury,5,Mental illness
13693,E9584,662,Suicide and intentional self-inflicted injury,5,Mental illness
13694,E9585,662,Suicide and intentional self-inflicted injury,5,Mental illness
13695,E9586,662,Suicide and intentional self-inflicted injury,5,Mental illness
13696,E9587,662,Suicide and intentional self-inflicted injury,5,Mental illness
13697,E9588,662,Suicide and intentional self-inflicted injury,5,Mental illness
13698,E9589,662,Suicide and intentional self-inflicted injury,5,Mental illness
13699,E959,662,Suicide and intentional self-inflicted injury,5,Mental illness
13700,V6284,662,Suicide and intentional self-inflicted injury,5,Mental illness
13701,3051,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13702,30510,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13703,30511,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13704,30512,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13705,30513,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13706,33392,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13707,7903,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13708,V110,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13709,V111,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13710,V112,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13711,V113,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13712,V114,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13713,V118,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13714,V119,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13715,V154,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13716,V1541,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13717,V1542,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13718,V1549,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13719,V1582,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13720,V6285,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13721,V663,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13722,V701,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13723,V702,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13724,V7101,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13725,V7102,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13726,V7109,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13727,V790,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13728,V791,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13729,V792,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13730,V793,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13731,V798,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13732,V799,663,Screening and history of mental health and substance abuse codes,5,Mental illness
13733,29389,670,Miscellaneous mental health disorders    ,5,Mental illness
13734,2939,670,Miscellaneous mental health disorders    ,5,Mental illness
13735,30011,670,Miscellaneous mental health disorders    ,5,Mental illness
13736,30012,670,Miscellaneous mental health disorders    ,5,Mental illness
13737,30013,670,Miscellaneous mental health disorders    ,5,Mental illness
13738,30014,670,Miscellaneous mental health disorders    ,5,Mental illness
13739,30015,670,Miscellaneous mental health disorders    ,5,Mental illness
13740,30016,670,Miscellaneous mental health disorders    ,5,Mental illness
13741,30019,670,Miscellaneous mental health disorders    ,5,Mental illness
13742,3006,670,Miscellaneous mental health disorders    ,5,Mental illness
13743,3007,670,Miscellaneous mental health disorders    ,5,Mental illness
13744,30081,670,Miscellaneous mental health disorders    ,5,Mental illness
13745,30082,670,Miscellaneous mental health disorders    ,5,Mental illness
13746,3021,670,Miscellaneous mental health disorders    ,5,Mental illness
13747,3022,670,Miscellaneous mental health disorders    ,5,Mental illness
13748,3023,670,Miscellaneous mental health disorders    ,5,Mental illness
13749,3024,670,Miscellaneous mental health disorders    ,5,Mental illness
13750,30250,670,Miscellaneous mental health disorders    ,5,Mental illness
13751,30251,670,Miscellaneous mental health disorders    ,5,Mental illness
13752,30252,670,Miscellaneous mental health disorders    ,5,Mental illness
13753,30253,670,Miscellaneous mental health disorders    ,5,Mental illness
13754,3026,670,Miscellaneous mental health disorders    ,5,Mental illness
13755,30270,670,Miscellaneous mental health disorders    ,5,Mental illness
13756,30271,670,Miscellaneous mental health disorders    ,5,Mental illness
13757,30272,670,Miscellaneous mental health disorders    ,5,Mental illness
13758,30273,670,Miscellaneous mental health disorders    ,5,Mental illness
13759,30274,670,Miscellaneous mental health disorders    ,5,Mental illness
13760,30275,670,Miscellaneous mental health disorders    ,5,Mental illness
13761,30276,670,Miscellaneous mental health disorders    ,5,Mental illness
13762,30279,670,Miscellaneous mental health disorders    ,5,Mental illness
13763,30281,670,Miscellaneous mental health disorders    ,5,Mental illness
13764,30282,670,Miscellaneous mental health disorders    ,5,Mental illness
13765,30283,670,Miscellaneous mental health disorders    ,5,Mental illness
13766,30284,670,Miscellaneous mental health disorders    ,5,Mental illness
13767,30285,670,Miscellaneous mental health disorders    ,5,Mental illness
13768,30289,670,Miscellaneous mental health disorders    ,5,Mental illness
13769,3029,670,Miscellaneous mental health disorders    ,5,Mental illness
13770,3060,670,Miscellaneous mental health disorders    ,5,Mental illness
13771,3061,670,Miscellaneous mental health disorders    ,5,Mental illness
13772,3062,670,Miscellaneous mental health disorders    ,5,Mental illness
13773,3063,670,Miscellaneous mental health disorders    ,5,Mental illness
13774,3064,670,Miscellaneous mental health disorders    ,5,Mental illness
13775,30650,670,Miscellaneous mental health disorders    ,5,Mental illness
13776,30651,670,Miscellaneous mental health disorders    ,5,Mental illness
13777,30652,670,Miscellaneous mental health disorders    ,5,Mental illness
13778,30653,670,Miscellaneous mental health disorders    ,5,Mental illness
13779,30659,670,Miscellaneous mental health disorders    ,5,Mental illness
13780,3066,670,Miscellaneous mental health disorders    ,5,Mental illness
13781,3067,670,Miscellaneous mental health disorders    ,5,Mental illness
13782,3068,670,Miscellaneous mental health disorders    ,5,Mental illness
13783,3069,670,Miscellaneous mental health disorders    ,5,Mental illness
13784,3071,670,Miscellaneous mental health disorders    ,5,Mental illness
13785,30740,670,Miscellaneous mental health disorders    ,5,Mental illness
13786,30741,670,Miscellaneous mental health disorders    ,5,Mental illness
13787,30742,670,Miscellaneous mental health disorders    ,5,Mental illness
13788,30743,670,Miscellaneous mental health disorders    ,5,Mental illness
13789,30744,670,Miscellaneous mental health disorders    ,5,Mental illness
13790,30745,670,Miscellaneous mental health disorders    ,5,Mental illness
13791,30746,670,Miscellaneous mental health disorders    ,5,Mental illness
13792,30747,670,Miscellaneous mental health disorders    ,5,Mental illness
13793,30748,670,Miscellaneous mental health disorders    ,5,Mental illness
13794,30749,670,Miscellaneous mental health disorders    ,5,Mental illness
13795,30750,670,Miscellaneous mental health disorders    ,5,Mental illness
13796,30751,670,Miscellaneous mental health disorders    ,5,Mental illness
13797,30752,670,Miscellaneous mental health disorders    ,5,Mental illness
13798,30753,670,Miscellaneous mental health disorders    ,5,Mental illness
13799,30754,670,Miscellaneous mental health disorders    ,5,Mental illness
13800,30759,670,Miscellaneous mental health disorders    ,5,Mental illness
13801,30780,670,Miscellaneous mental health disorders    ,5,Mental illness
13802,30781,670,Miscellaneous mental health disorders    ,5,Mental illness
13803,30789,670,Miscellaneous mental health disorders    ,5,Mental illness
13804,3101,670,Miscellaneous mental health disorders    ,5,Mental illness
13805,316,670,Miscellaneous mental health disorders    ,5,Mental illness
13806,64840,670,Miscellaneous mental health disorders    ,5,Mental illness
13807,64841,670,Miscellaneous mental health disorders    ,5,Mental illness
13808,64842,670,Miscellaneous mental health disorders    ,5,Mental illness
13809,64843,670,Miscellaneous mental health disorders    ,5,Mental illness
13810,64844,670,Miscellaneous mental health disorders    ,5,Mental illness
13811,V402,670,Miscellaneous mental health disorders    ,5,Mental illness
13812,V403,670,Miscellaneous mental health disorders    ,5,Mental illness
13813,V4031,670,Miscellaneous mental health disorders    ,5,Mental illness
13814,V4039,670,Miscellaneous mental health disorders    ,5,Mental illness
13815,V409,670,Miscellaneous mental health disorders    ,5,Mental illness
13816,V673,670,Miscellaneous mental health disorders    ,5,Mental illness
13817,E9200,2601,E Codes: Cut/pierceb,18,Residual codes; unclassified; all E codes [259. and 260.]
13818,E9201,2601,E Codes: Cut/pierceb,18,Residual codes; unclassified; all E codes [259. and 260.]
13819,E9202,2601,E Codes: Cut/pierceb,18,Residual codes; unclassified; all E codes [259. and 260.]
13820,E9203,2601,E Codes: Cut/pierceb,18,Residual codes; unclassified; all E codes [259. and 260.]
13821,E9204,2601,E Codes: Cut/pierceb,18,Residual codes; unclassified; all E codes [259. and 260.]
13822,E9205,2601,E Codes: Cut/pierceb,18,Residual codes; unclassified; all E codes [259. and 260.]
13823,E9208,2601,E Codes: Cut/pierceb,18,Residual codes; unclassified; all E codes [259. and 260.]
13824,E9209,2601,E Codes: Cut/pierceb,18,Residual codes; unclassified; all E codes [259. and 260.]
13825,E966,2601,E Codes: Cut/pierceb,18,Residual codes; unclassified; all E codes [259. and 260.]
13826,E974,2601,E Codes: Cut/pierceb,18,Residual codes; unclassified; all E codes [259. and 260.]
13827,E986,2601,E Codes: Cut/pierceb,18,Residual codes; unclassified; all E codes [259. and 260.]
13828,E8300,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13829,E8301,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13830,E8302,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13831,E8303,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13832,E8304,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13833,E8305,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13834,E8306,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13835,E8307,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13836,E8308,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13837,E8309,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13838,E8317,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13839,E8320,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13840,E8321,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13841,E8322,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13842,E8323,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13843,E8324,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13844,E8325,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13845,E8326,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13846,E8327,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13847,E8328,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13848,E8329,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13849,E9100,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13850,E9101,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13851,E9102,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13852,E9103,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13853,E9104,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13854,E9108,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13855,E9109,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13856,E964,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13857,E984,2602,E Codes: Drowning/submersion,18,Residual codes; unclassified; all E codes [259. and 260.]
13858,E8800,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13859,E8801,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13860,E8809,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13861,E8810,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13862,E8811,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13863,E882,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13864,E8830,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13865,E8831,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13866,E8832,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13867,E8839,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13868,E8840,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13869,E8841,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13870,E8842,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13871,E8843,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13872,E8844,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13873,E8845,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13874,E8846,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13875,E8849,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13876,E885,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13877,E8850,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13878,E8851,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13879,E8852,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13880,E8853,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13881,E8854,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13882,E8859,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13883,E8860,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13884,E8869,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13885,E888,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13886,E8880,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13887,E8881,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13888,E8888,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13889,E8889,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13890,E9681,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13891,E9870,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13892,E9871,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13893,E9872,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13894,E9879,2603,E Codes: Fall,18,Residual codes; unclassified; all E codes [259. and 260.]
13895,E8900,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13896,E8901,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13897,E8902,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13898,E8903,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13899,E8908,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13900,E8909,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13901,E8910,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13902,E8911,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13903,E8912,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13904,E8913,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13905,E8918,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13906,E8919,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13907,E892,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13908,E8930,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13909,E8931,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13910,E8932,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13911,E8938,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13912,E8939,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13913,E894,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13914,E895,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13915,E896,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13916,E897,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13917,E8980,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13918,E8981,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13919,E899,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13920,E9240,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13921,E9241,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13922,E9242,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13923,E9248,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13924,E9249,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13925,E961,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13926,E9680,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13927,E9683,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13928,E9793,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13929,E9881,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13930,E9882,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13931,E9887,2604,E Codes: Fire/burn,18,Residual codes; unclassified; all E codes [259. and 260.]
13932,E9220,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13933,E9221,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13934,E9222,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13935,E9223,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13936,E9228,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13937,E9229,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13938,E9287,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13939,E9650,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13940,E9651,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13941,E9652,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13942,E9653,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13943,E9654,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13944,E970,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13945,E9794,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13946,E9850,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13947,E9851,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13948,E9852,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13949,E9853,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13950,E9854,2605,E Codes: Firearm,18,Residual codes; unclassified; all E codes [259. and 260.]
13951,E9190,2606,E Codes: Machinery,18,Residual codes; unclassified; all E codes [259. and 260.]
13952,E9191,2606,E Codes: Machinery,18,Residual codes; unclassified; all E codes [259. and 260.]
13953,E9192,2606,E Codes: Machinery,18,Residual codes; unclassified; all E codes [259. and 260.]
13954,E9193,2606,E Codes: Machinery,18,Residual codes; unclassified; all E codes [259. and 260.]
13955,E9194,2606,E Codes: Machinery,18,Residual codes; unclassified; all E codes [259. and 260.]
13956,E9195,2606,E Codes: Machinery,18,Residual codes; unclassified; all E codes [259. and 260.]
13957,E9196,2606,E Codes: Machinery,18,Residual codes; unclassified; all E codes [259. and 260.]
13958,E9197,2606,E Codes: Machinery,18,Residual codes; unclassified; all E codes [259. and 260.]
13959,E9198,2606,E Codes: Machinery,18,Residual codes; unclassified; all E codes [259. and 260.]
13960,E9199,2606,E Codes: Machinery,18,Residual codes; unclassified; all E codes [259. and 260.]
13961,E8100,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13962,E8101,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13963,E8102,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13964,E8103,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13965,E8104,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13966,E8105,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13967,E8106,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13968,E8107,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13969,E8108,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13970,E8109,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13971,E8110,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13972,E8111,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13973,E8112,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
13974,E8113,2607,E Codes: Motor vehicle traffic (MVT),18,Residual codes; unclassified; all E codes [259. and 260.]
